evidence_id,case_id,fir_number,evidence_number,evidence_type,description,collected_by_officer_id,collection_location,storage_location,chain_of_custody_status,created_at
EVID-000091,CASE-000091,FIR/2025/PS-MUM-001/00091,EVID/00091/0091,PHYSICAL,Fabric sample with blood stains,OFFICER-00003,"Near Landmark 88, Colaba, Mumbai City","Locker-33, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2025-11-06T03:53:35.155095
EVID-000092,CASE-000092,FIR/2024/PS-MUM-002/00092,EVID/00092/0092,DIGITAL,USB flash drive with encrypted documents,OFFICER-00003,"Near Landmark 82, Bandra West, Mumbai Suburban","Locker-32, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-04-02T01:53:35.155135
EVID-000093,CASE-000093,FIR/2024/PS-PUN-001/00093,EVID/00093/0093,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00034,"Near Landmark 88, Shivajinagar, Pune","Locker-34, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2026-07-06T00:53:35.155177
EVID-000094,CASE-000094,FIR/2026/PS-DEL-001/00094,EVID/00094/0094,DOCUMENTARY,Forged land deed agreement,OFFICER-00013,"Near Landmark 48, Connaught Place, Central Delhi","Locker-5, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2026-08-24T14:53:35.155226
EVID-000095,CASE-000095,FIR/2025/PS-DEL-002/00095,EVID/00095/0095,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00008,"Near Landmark 67, Hauz Khas, South Delhi","Locker-15, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2026-07-27T19:53:35.155271
EVID-000096,CASE-000096,FIR/2026/PS-BLR-001/00096,EVID/00096/0096,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00022,"Near Landmark 16, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-21, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2025-04-25T15:53:35.155320
EVID-000097,CASE-000097,FIR/2026/PS-BLR-002/00097,EVID/00097/0097,FORENSIC,Toxicology vial from post-mortem,OFFICER-00037,"Near Landmark 57, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-33, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2026-06-18T20:53:35.155362
EVID-000098,CASE-000098,FIR/2025/PS-CHE-001/00098,EVID/00098/0098,FORENSIC,Chemical reagent sample,OFFICER-00008,"Near Landmark 27, T. Nagar, Chennai","Locker-42, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-08-06T08:53:35.155404
EVID-000099,CASE-000099,FIR/2024/PS-CHE-002/00099,EVID/00099/0099,DOCUMENTARY,Handwritten ransom note,OFFICER-00023,"Near Landmark 70, Mylapore, Chennai","Locker-39, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-04-30T20:53:35.155446
EVID-000100,CASE-000100,FIR/2026/PS-LKO-001/00100,EVID/00100/0100,DOCUMENTARY,Forged land deed agreement,OFFICER-00017,"Near Landmark 53, Hazratganj, Lucknow","Locker-45, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-07-23T07:53:35.155489
EVID-000101,CASE-000101,FIR/2025/PS-MUM-001/00101,EVID/00101/0101,FORENSIC,Chemical reagent sample,OFFICER-00033,"Near Landmark 12, Colaba, Mumbai City","Locker-50, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2025-05-24T22:53:35.155532
EVID-000102,CASE-000102,FIR/2024/PS-MUM-002/00102,EVID/00102/0102,FORENSIC,Chemical reagent sample,OFFICER-00034,"Near Landmark 38, Bandra West, Mumbai Suburban","Locker-21, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-07-03T18:53:35.155574
EVID-000103,CASE-000103,FIR/2024/PS-PUN-001/00103,EVID/00103/0103,DIGITAL,USB flash drive with encrypted documents,OFFICER-00012,"Near Landmark 20, Shivajinagar, Pune","Locker-17, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2026-03-24T22:53:35.155621
EVID-000104,CASE-000104,FIR/2026/PS-DEL-001/00104,EVID/00104/0104,FORENSIC,Chemical reagent sample,OFFICER-00019,"Near Landmark 47, Connaught Place, Central Delhi","Locker-39, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2026-07-11T02:53:35.155663
EVID-000105,CASE-000105,FIR/2025/PS-DEL-002/00105,EVID/00105/0105,DOCUMENTARY,Handwritten ransom note,OFFICER-00026,"Near Landmark 60, Hauz Khas, South Delhi","Locker-29, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-11-05T18:53:35.155703
EVID-000106,CASE-000106,FIR/2026/PS-BLR-001/00106,EVID/00106/0106,FORENSIC,Toxicology vial from post-mortem,OFFICER-00020,"Near Landmark 24, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-42, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2025-09-23T05:53:35.155743
EVID-000107,CASE-000107,FIR/2024/PS-BLR-002/00107,EVID/00107/0107,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00003,"Near Landmark 16, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-20, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2026-03-04T16:53:35.155816
EVID-000108,CASE-000108,FIR/2026/PS-CHE-001/00108,EVID/00108/0108,DIGITAL,USB flash drive with encrypted documents,OFFICER-00007,"Near Landmark 12, T. Nagar, Chennai","Locker-17, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-04-13T11:53:35.155864
EVID-000109,CASE-000109,FIR/2026/PS-CHE-002/00109,EVID/00109/0109,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00047,"Near Landmark 93, Mylapore, Chennai","Locker-39, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-10-14T06:53:35.155910
EVID-000110,CASE-000110,FIR/2026/PS-LKO-001/00110,EVID/00110/0110,DIGITAL,USB flash drive with encrypted documents,OFFICER-00013,"Near Landmark 94, Hazratganj, Lucknow","Locker-1, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-06-21T11:53:35.155954
EVID-000111,CASE-000111,FIR/2024/PS-MUM-001/00111,EVID/00111/0111,FORENSIC,Chemical reagent sample,OFFICER-00001,"Near Landmark 74, Colaba, Mumbai City","Locker-49, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-08-05T18:53:35.155996
EVID-000112,CASE-000112,FIR/2024/PS-MUM-002/00112,EVID/00112/0112,DOCUMENTARY,Fake identification card,OFFICER-00047,"Near Landmark 89, Bandra West, Mumbai Suburban","Locker-43, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2025-09-05T07:53:35.156041
EVID-000113,CASE-000113,FIR/2024/PS-PUN-001/00113,EVID/00113/0113,FORENSIC,Chemical reagent sample,OFFICER-00014,"Near Landmark 76, Shivajinagar, Pune","Locker-8, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2025-05-14T22:53:35.156083
EVID-000114,CASE-000114,FIR/2025/PS-DEL-001/00114,EVID/00114/0114,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00017,"Near Landmark 24, Connaught Place, Central Delhi","Locker-24, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2026-07-09T05:53:35.156139
EVID-000115,CASE-000115,FIR/2024/PS-DEL-002/00115,EVID/00115/0115,DOCUMENTARY,Handwritten ransom note,OFFICER-00018,"Near Landmark 70, Hauz Khas, South Delhi","Locker-45, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-11-22T00:53:35.156179
EVID-000116,CASE-000116,FIR/2026/PS-BLR-001/00116,EVID/00116/0116,PHYSICAL,Fabric sample with blood stains,OFFICER-00031,"Near Landmark 35, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-25, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2025-09-09T02:53:35.156219
EVID-000117,CASE-000117,FIR/2024/PS-BLR-002/00117,EVID/00117/0117,FORENSIC,Chemical reagent sample,OFFICER-00009,"Near Landmark 77, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-36, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2025-05-29T17:53:35.156259
EVID-000118,CASE-000118,FIR/2024/PS-CHE-001/00118,EVID/00118/0118,DIGITAL,Mobile smartphone (Android/iOS),OFFICER-00007,"Near Landmark 81, T. Nagar, Chennai","Locker-2, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-04-28T04:53:35.156299
EVID-000119,CASE-000119,FIR/2025/PS-CHE-002/00119,EVID/00119/0119,DOCUMENTARY,Forged land deed agreement,OFFICER-00027,"Near Landmark 21, Mylapore, Chennai","Locker-44, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-05-18T20:53:35.156339
EVID-000120,CASE-000120,FIR/2024/PS-LKO-001/00120,EVID/00120/0120,FORENSIC,Chemical reagent sample,OFFICER-00042,"Near Landmark 78, Hazratganj, Lucknow","Locker-29, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-06-03T23:53:35.156390
EVID-000121,CASE-000121,FIR/2026/PS-MUM-001/00121,EVID/00121/0121,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00012,"Near Landmark 68, Colaba, Mumbai City","Locker-28, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-07-13T18:53:35.156456
EVID-000122,CASE-000122,FIR/2026/PS-MUM-002/00122,EVID/00122/0122,DOCUMENTARY,Fraudulent cheque leaf,OFFICER-00030,"Near Landmark 91, Bandra West, Mumbai Suburban","Locker-35, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-07-13T10:53:35.156503
EVID-000123,CASE-000123,FIR/2024/PS-PUN-001/00123,EVID/00123/0123,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00016,"Near Landmark 45, Shivajinagar, Pune","Locker-30, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2026-04-10T08:53:35.156548
EVID-000124,CASE-000124,FIR/2026/PS-DEL-001/00124,EVID/00124/0124,PHYSICAL,Shoe impression cast,OFFICER-00032,"Near Landmark 18, Connaught Place, Central Delhi","Locker-24, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2026-07-26T13:53:35.156591
EVID-000125,CASE-000125,FIR/2025/PS-DEL-002/00125,EVID/00125/0125,FORENSIC,Toxicology vial from post-mortem,OFFICER-00043,"Near Landmark 93, Hauz Khas, South Delhi","Locker-43, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2026-02-06T17:53:35.156632
EVID-000126,CASE-000126,FIR/2024/PS-BLR-001/00126,EVID/00126/0126,DIGITAL,Hard disk drive containing DVR recording,OFFICER-00010,"Near Landmark 49, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-7, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2026-06-03T11:53:35.156674
EVID-000127,CASE-000127,FIR/2024/PS-BLR-002/00127,EVID/00127/0127,DIGITAL,Mobile smartphone (Android/iOS),OFFICER-00047,"Near Landmark 74, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-45, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2026-05-07T05:53:35.156715
EVID-000128,CASE-000128,FIR/2024/PS-CHE-001/00128,EVID/00128/0128,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00012,"Near Landmark 17, T. Nagar, Chennai","Locker-30, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-03-05T15:53:35.156761
EVID-000129,CASE-000129,FIR/2026/PS-CHE-002/00129,EVID/00129/0129,DOCUMENTARY,Fake identification card,OFFICER-00031,"Near Landmark 99, Mylapore, Chennai","Locker-24, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2026-07-25T03:53:35.156803
EVID-000130,CASE-000130,FIR/2025/PS-LKO-001/00130,EVID/00130/0130,FORENSIC,Chemical reagent sample,OFFICER-00004,"Near Landmark 29, Hazratganj, Lucknow","Locker-38, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-07-07T03:53:35.156853
EVID-000131,CASE-000131,FIR/2025/PS-MUM-001/00131,EVID/00131/0131,PHYSICAL,Latent fingerprint lifted from door handle,OFFICER-00010,"Near Landmark 44, Colaba, Mumbai City","Locker-40, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-05-28T22:53:35.156901
EVID-000132,CASE-000132,FIR/2026/PS-MUM-002/00132,EVID/00132/0132,DIGITAL,Hard disk drive containing DVR recording,OFFICER-00015,"Near Landmark 52, Bandra West, Mumbai Suburban","Locker-15, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-03-12T07:53:35.156947
EVID-000133,CASE-000133,FIR/2025/PS-PUN-001/00133,EVID/00133/0133,PHYSICAL,Recovered sharp metallic tool,OFFICER-00026,"Near Landmark 56, Shivajinagar, Pune","Locker-30, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2026-01-09T20:53:35.156991
EVID-000134,CASE-000134,FIR/2024/PS-DEL-001/00134,EVID/00134/0134,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00012,"Near Landmark 59, Connaught Place, Central Delhi","Locker-23, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2025-10-30T13:53:35.157038
EVID-000135,CASE-000135,FIR/2025/PS-DEL-002/00135,EVID/00135/0135,DOCUMENTARY,Fraudulent cheque leaf,OFFICER-00017,"Near Landmark 99, Hauz Khas, South Delhi","Locker-28, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-11-27T02:53:35.157081
EVID-000136,CASE-000136,FIR/2025/PS-BLR-001/00136,EVID/00136/0136,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00039,"Near Landmark 22, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-42, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2025-08-01T02:53:35.157122
EVID-000137,CASE-000137,FIR/2025/PS-BLR-002/00137,EVID/00137/0137,DIGITAL,Mobile smartphone (Android/iOS),OFFICER-00011,"Near Landmark 34, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-12, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2025-12-31T06:53:35.157164
EVID-000138,CASE-000138,FIR/2026/PS-CHE-001/00138,EVID/00138/0138,DIGITAL,USB flash drive with encrypted documents,OFFICER-00006,"Near Landmark 39, T. Nagar, Chennai","Locker-46, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2025-12-11T01:53:35.157207
EVID-000139,CASE-000139,FIR/2026/PS-CHE-002/00139,EVID/00139/0139,FORENSIC,Toxicology vial from post-mortem,OFFICER-00030,"Near Landmark 16, Mylapore, Chennai","Locker-42, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-05-25T08:53:35.157250
EVID-000140,CASE-000140,FIR/2025/PS-LKO-001/00140,EVID/00140/0140,PHYSICAL,Shoe impression cast,OFFICER-00009,"Near Landmark 34, Hazratganj, Lucknow","Locker-19, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2026-02-07T05:53:35.157291
EVID-000141,CASE-000141,FIR/2026/PS-MUM-001/00141,EVID/00141/0141,DIGITAL,Hard disk drive containing DVR recording,OFFICER-00023,"Near Landmark 88, Colaba, Mumbai City","Locker-9, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-06-12T07:53:35.157331
EVID-000142,CASE-000142,FIR/2024/PS-MUM-002/00142,EVID/00142/0142,DIGITAL,SIM card recovered,OFFICER-00031,"Near Landmark 17, Bandra West, Mumbai Suburban","Locker-47, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-08-03T03:53:35.157372
EVID-000143,CASE-000143,FIR/2024/PS-PUN-001/00143,EVID/00143/0143,DOCUMENTARY,Fake identification card,OFFICER-00011,"Near Landmark 24, Shivajinagar, Pune","Locker-43, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2025-05-27T10:53:35.157416
EVID-000144,CASE-000144,FIR/2024/PS-DEL-001/00144,EVID/00144/0144,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00026,"Near Landmark 64, Connaught Place, Central Delhi","Locker-11, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2025-07-11T17:53:35.157458
EVID-000145,CASE-000145,FIR/2025/PS-DEL-002/00145,EVID/00145/0145,DIGITAL,Mobile smartphone (Android/iOS),OFFICER-00021,"Near Landmark 34, Hauz Khas, South Delhi","Locker-17, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2026-01-09T11:53:35.157503
EVID-000146,CASE-000146,FIR/2026/PS-BLR-001/00146,EVID/00146/0146,DOCUMENTARY,Fraudulent cheque leaf,OFFICER-00037,"Near Landmark 60, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-33, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2026-02-04T02:53:35.157545
EVID-000147,CASE-000147,FIR/2024/PS-BLR-002/00147,EVID/00147/0147,FORENSIC,Chemical reagent sample,OFFICER-00010,"Near Landmark 90, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-46, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2026-02-10T11:53:35.157587
EVID-000148,CASE-000148,FIR/2026/PS-CHE-001/00148,EVID/00148/0148,DOCUMENTARY,Fake identification card,OFFICER-00009,"Near Landmark 95, T. Nagar, Chennai","Locker-37, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-04-14T18:53:35.157628
EVID-000149,CASE-000149,FIR/2025/PS-CHE-002/00149,EVID/00149/0149,PHYSICAL,Fabric sample with blood stains,OFFICER-00015,"Near Landmark 18, Mylapore, Chennai","Locker-15, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-10-05T16:53:35.157673
EVID-000150,CASE-000150,FIR/2026/PS-LKO-001/00150,EVID/00150/0150,DIGITAL,SIM card recovered,OFFICER-00037,"Near Landmark 77, Hazratganj, Lucknow","Locker-3, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-05-03T07:53:35.157717
EVID-000151,CASE-000151,FIR/2024/PS-MUM-001/00151,EVID/00151/0151,DOCUMENTARY,Fake identification card,OFFICER-00016,"Near Landmark 18, Colaba, Mumbai City","Locker-44, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-05-01T09:53:35.157759
EVID-000152,CASE-000152,FIR/2024/PS-MUM-002/00152,EVID/00152/0152,DIGITAL,USB flash drive with encrypted documents,OFFICER-00038,"Near Landmark 31, Bandra West, Mumbai Suburban","Locker-10, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2025-10-20T07:53:35.157803
EVID-000153,CASE-000153,FIR/2024/PS-PUN-001/00153,EVID/00153/0153,DIGITAL,USB flash drive with encrypted documents,OFFICER-00036,"Near Landmark 83, Shivajinagar, Pune","Locker-41, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2026-07-27T20:53:35.157844
EVID-000154,CASE-000154,FIR/2024/PS-DEL-001/00154,EVID/00154/0154,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00035,"Near Landmark 70, Connaught Place, Central Delhi","Locker-17, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2026-08-16T06:53:35.157888
EVID-000155,CASE-000155,FIR/2026/PS-DEL-002/00155,EVID/00155/0155,PHYSICAL,Latent fingerprint lifted from door handle,OFFICER-00013,"Near Landmark 52, Hauz Khas, South Delhi","Locker-20, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-12-05T23:53:35.157927
EVID-000156,CASE-000156,FIR/2024/PS-BLR-001/00156,EVID/00156/0156,FORENSIC,Chemical reagent sample,OFFICER-00007,"Near Landmark 72, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-28, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2026-03-08T17:53:35.157972
EVID-000157,CASE-000157,FIR/2025/PS-BLR-002/00157,EVID/00157/0157,PHYSICAL,Shoe impression cast,OFFICER-00007,"Near Landmark 82, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-4, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2026-01-27T15:53:35.158015
EVID-000158,CASE-000158,FIR/2024/PS-CHE-001/00158,EVID/00158/0158,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00038,"Near Landmark 71, T. Nagar, Chennai","Locker-37, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2025-10-12T04:53:35.158069
EVID-000159,CASE-000159,FIR/2025/PS-CHE-002/00159,EVID/00159/0159,DOCUMENTARY,Forged land deed agreement,OFFICER-00010,"Near Landmark 21, Mylapore, Chennai","Locker-28, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2026-08-03T04:53:35.158122
EVID-000160,CASE-000160,FIR/2026/PS-LKO-001/00160,EVID/00160/0160,DIGITAL,USB flash drive with encrypted documents,OFFICER-00029,"Near Landmark 11, Hazratganj, Lucknow","Locker-34, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2026-01-10T22:53:35.158164
EVID-000161,CASE-000161,FIR/2026/PS-MUM-001/00161,EVID/00161/0161,DIGITAL,Mobile smartphone (Android/iOS),OFFICER-00034,"Near Landmark 76, Colaba, Mumbai City","Locker-10, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-07-20T20:53:35.158204
EVID-000162,CASE-000162,FIR/2025/PS-MUM-002/00162,EVID/00162/0162,DOCUMENTARY,Forged land deed agreement,OFFICER-00016,"Near Landmark 24, Bandra West, Mumbai Suburban","Locker-26, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-06-13T07:53:35.158245
EVID-000163,CASE-000163,FIR/2025/PS-PUN-001/00163,EVID/00163/0163,FORENSIC,Toxicology vial from post-mortem,OFFICER-00013,"Near Landmark 30, Shivajinagar, Pune","Locker-47, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2026-08-16T10:53:35.158285
EVID-000164,CASE-000164,FIR/2025/PS-DEL-001/00164,EVID/00164/0164,PHYSICAL,Shoe impression cast,OFFICER-00014,"Near Landmark 21, Connaught Place, Central Delhi","Locker-45, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2026-07-21T01:53:35.158325
EVID-000165,CASE-000165,FIR/2025/PS-DEL-002/00165,EVID/00165/0165,DOCUMENTARY,Fake identification card,OFFICER-00049,"Near Landmark 45, Hauz Khas, South Delhi","Locker-7, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2026-07-29T06:53:35.158365
EVID-000166,CASE-000166,FIR/2026/PS-BLR-001/00166,EVID/00166/0166,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00009,"Near Landmark 20, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-22, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2025-12-11T14:53:35.158405
EVID-000167,CASE-000167,FIR/2025/PS-BLR-002/00167,EVID/00167/0167,DIGITAL,Mobile smartphone (Android/iOS),OFFICER-00045,"Near Landmark 45, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-39, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2025-11-02T16:53:35.158453
EVID-000168,CASE-000168,FIR/2026/PS-CHE-001/00168,EVID/00168/0168,FORENSIC,Bullet casing recovered from floor,OFFICER-00040,"Near Landmark 70, T. Nagar, Chennai","Locker-26, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2025-10-16T20:53:35.158495
EVID-000169,CASE-000169,FIR/2025/PS-CHE-002/00169,EVID/00169/0169,FORENSIC,Chemical reagent sample,OFFICER-00046,"Near Landmark 10, Mylapore, Chennai","Locker-45, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2026-04-14T19:53:35.158535
EVID-000170,CASE-000170,FIR/2026/PS-LKO-001/00170,EVID/00170/0170,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00027,"Near Landmark 39, Hazratganj, Lucknow","Locker-26, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2026-01-21T09:53:35.158583
EVID-000171,CASE-000171,FIR/2024/PS-MUM-001/00171,EVID/00171/0171,DOCUMENTARY,Handwritten ransom note,OFFICER-00044,"Near Landmark 36, Colaba, Mumbai City","Locker-21, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2025-09-26T06:53:35.158631
EVID-000172,CASE-000172,FIR/2025/PS-MUM-002/00172,EVID/00172/0172,DOCUMENTARY,Forged land deed agreement,OFFICER-00028,"Near Landmark 82, Bandra West, Mumbai Suburban","Locker-8, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2025-11-10T11:53:35.158675
EVID-000173,CASE-000173,FIR/2024/PS-PUN-001/00173,EVID/00173/0173,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00027,"Near Landmark 20, Shivajinagar, Pune","Locker-39, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2025-06-12T06:53:35.158725
EVID-000174,CASE-000174,FIR/2025/PS-DEL-001/00174,EVID/00174/0174,DOCUMENTARY,Fraudulent cheque leaf,OFFICER-00012,"Near Landmark 87, Connaught Place, Central Delhi","Locker-2, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2025-06-08T05:53:35.158775
EVID-000175,CASE-000175,FIR/2025/PS-DEL-002/00175,EVID/00175/0175,FORENSIC,Toxicology vial from post-mortem,OFFICER-00019,"Near Landmark 82, Hauz Khas, South Delhi","Locker-1, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-11-02T12:53:35.158819
EVID-000176,CASE-000176,FIR/2025/PS-BLR-001/00176,EVID/00176/0176,DOCUMENTARY,Forged land deed agreement,OFFICER-00016,"Near Landmark 52, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-14, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2025-05-16T21:53:35.158871
