case_id,fir_number,police_station_id,station_name,assigned_officer_id,assigned_officer_name,assigned_officer_badge,crime_category,crime_type,priority,current_status,registration_date,incident_date,location,short_summary,detailed_description,applicable_sections,source,created_by,updated_by,created_at,updated_at
CASE-000027,FIR/2025/PS-BLR-002/00027,STATION-PS-BLR-002,Indiranagar Police Station,OFFICER-00037,Sunil Iyer,BADGE-BAN-1037,COGNIZABLE,KIDNAPPING,MEDIUM,REGISTERED,2026-01-25T04:53:35.152605,2026-01-23T15:53:35.152605,"{""address"": ""Near Landmark 90, Indiranagar 1st and 2nd Stages, Bangalore Urban"", ""latitude"": 12.969073107138843, ""longitude"": 77.65051620816662, ""district"": ""Bangalore Urban"", ""state"": ""Karnataka""}",Incident of kidnapping reported near Bangalore Urban.,Detailed police incident report regarding KIDNAPPING under jurisdiction of Indiranagar Police Station. Investigation initiated by Officer Sunil Iyer (BADGE-BAN-1037). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""364"", ""description"": ""Kidnapping or abducting in order to murder""}, {""act"": ""IPC"", ""section"": ""364A"", ""description"": ""Kidnapping for ransom""}, {""act"": ""BNS"", ""section"": ""140"", ""description"": ""Kidnapping or abduction for ransom""}]",WALK_IN,USER-00212,USER-00212,2026-01-25T04:53:35.152605,2026-08-31T18:53:35.152637
CASE-000028,FIR/2026/PS-CHE-001/00028,STATION-PS-CHE-001,T. Nagar Police Station,OFFICER-00028,Nirmala Dutta,BADGE-CHE-1028,NON_COGNIZABLE,DRUG_OFFENCE,CRITICAL,UNDER_INVESTIGATION,2026-07-29T20:53:35.152665,2026-07-28T14:53:35.152665,"{""address"": ""Near Landmark 54, T. Nagar, Chennai"", ""latitude"": 13.040240029035592, ""longitude"": 80.23405012633926, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of drug offence reported near Chennai.,Detailed police incident report regarding DRUG_OFFENCE under jurisdiction of T. Nagar Police Station. Investigation initiated by Officer Nirmala Dutta (BADGE-CHE-1028). Initial inspection conducted at incident location.,"[{""act"": ""NDPS Act"", ""section"": ""20"", ""description"": ""Punishment for contravention in relation to cannabis""}, {""act"": ""NDPS Act"", ""section"": ""21"", ""description"": ""Punishment for contravention in relation to manufactured drugs""}]",WALK_IN,USER-00017,USER-00017,2026-07-29T20:53:35.152665,2026-08-31T18:53:35.152692
CASE-000029,FIR/2024/PS-CHE-002/00029,STATION-PS-CHE-002,Mylapore Police Station,OFFICER-00039,Deepa Saxena,BADGE-CHE-1039,NON_COGNIZABLE,DOMESTIC_VIOLENCE,LOW,UNDER_INVESTIGATION,2025-10-06T19:53:35.152724,2025-10-06T15:53:35.152724,"{""address"": ""Near Landmark 58, Mylapore, Chennai"", ""latitude"": 13.034788712100536, ""longitude"": 80.28482914731049, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of domestic violence reported near Chennai.,Detailed police incident report regarding DOMESTIC_VIOLENCE under jurisdiction of Mylapore Police Station. Investigation initiated by Officer Deepa Saxena (BADGE-CHE-1039). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""498A"", ""description"": ""Husband or relative of husband subjecting woman to cruelty""}, {""act"": ""DV Act"", ""section"": ""12"", ""description"": ""Application to Magistrate for domestic violence relief""}]",WALK_IN,USER-00203,USER-00203,2025-10-06T19:53:35.152724,2026-08-31T18:53:35.152748
CASE-000030,FIR/2025/PS-LKO-001/00030,STATION-PS-LKO-001,Hazratganj Police Station,OFFICER-00010,Savita Kulkarni,BADGE-LUC-1010,NON_COGNIZABLE,DRUG_OFFENCE,MEDIUM,CLOSED_SOLVED,2025-04-24T16:53:35.152773,2025-04-24T08:53:35.152773,"{""address"": ""Near Landmark 60, Hazratganj, Lucknow"", ""latitude"": 26.834172742983714, ""longitude"": 80.94928006499983, ""district"": ""Lucknow"", ""state"": ""Uttar Pradesh""}",Incident of drug offence reported near Lucknow.,Detailed police incident report regarding DRUG_OFFENCE under jurisdiction of Hazratganj Police Station. Investigation initiated by Officer Savita Kulkarni (BADGE-LUC-1010). Initial inspection conducted at incident location.,"[{""act"": ""NDPS Act"", ""section"": ""20"", ""description"": ""Punishment for contravention in relation to cannabis""}, {""act"": ""NDPS Act"", ""section"": ""21"", ""description"": ""Punishment for contravention in relation to manufactured drugs""}]",WALK_IN,USER-00213,USER-00213,2025-04-24T16:53:35.152773,2026-08-31T18:53:35.152802
CASE-000031,FIR/2025/PS-MUM-001/00031,STATION-PS-MUM-001,Colaba Police Station,OFFICER-00021,Rakesh Tiwari,BADGE-MUM-1021,NON_COGNIZABLE,CYBER_CRIME,LOW,CLOSED_SOLVED,2026-08-16T23:53:35.152828,2026-08-15T17:53:35.152828,"{""address"": ""Near Landmark 90, Colaba, Mumbai City"", ""latitude"": 18.919344853809175, ""longitude"": 72.83653590137125, ""district"": ""Mumbai City"", ""state"": ""Maharashtra""}",Incident of cyber crime reported near Mumbai City.,Detailed police incident report regarding CYBER_CRIME under jurisdiction of Colaba Police Station. Investigation initiated by Officer Rakesh Tiwari (BADGE-MUM-1021). Initial inspection conducted at incident location.,"[{""act"": ""IT Act"", ""section"": ""66C"", ""description"": ""Punishment for identity theft""}, {""act"": ""IT Act"", ""section"": ""66D"", ""description"": ""Punishment for cheating by personation using computer resource""}, {""act"": ""IPC"", ""section"": ""420"", ""description"": ""Cheating and dishonestly inducing delivery of property""}]",WALK_IN,USER-00229,USER-00229,2026-08-16T23:53:35.152828,2026-08-31T18:53:35.152853
CASE-000032,FIR/2025/PS-MUM-002/00032,STATION-PS-MUM-002,Bandra Police Station,OFFICER-00022,Gaurav Tiwari,BADGE-MUM-1022,NON_COGNIZABLE,DRUG_OFFENCE,MEDIUM,CHARGE_SHEET_FILED,2025-09-23T11:53:35.152878,2025-09-22T15:53:35.152878,"{""address"": ""Near Landmark 71, Bandra West, Mumbai Suburban"", ""latitude"": 19.072514764610613, ""longitude"": 72.82678464535402, ""district"": ""Mumbai Suburban"", ""state"": ""Maharashtra""}",Incident of drug offence reported near Mumbai Suburban.,Detailed police incident report regarding DRUG_OFFENCE under jurisdiction of Bandra Police Station. Investigation initiated by Officer Gaurav Tiwari (BADGE-MUM-1022). Initial inspection conducted at incident location.,"[{""act"": ""NDPS Act"", ""section"": ""20"", ""description"": ""Punishment for contravention in relation to cannabis""}, {""act"": ""NDPS Act"", ""section"": ""21"", ""description"": ""Punishment for contravention in relation to manufactured drugs""}]",WALK_IN,USER-00048,USER-00048,2025-09-23T11:53:35.152878,2026-08-31T18:53:35.152901
CASE-000033,FIR/2025/PS-PUN-001/00033,STATION-PS-PUN-001,Shivajinagar Police Station,OFFICER-00023,Yashoda Das,BADGE-PUN-1023,COGNIZABLE,MURDER,LOW,REGISTERED,2025-10-12T16:53:35.152928,2025-10-10T17:53:35.152928,"{""address"": ""Near Landmark 49, Shivajinagar, Pune"", ""latitude"": 18.540953461751123, ""longitude"": 73.84241353468494, ""district"": ""Pune"", ""state"": ""Maharashtra""}",Incident of murder reported near Pune.,Detailed police incident report regarding MURDER under jurisdiction of Shivajinagar Police Station. Investigation initiated by Officer Yashoda Das (BADGE-PUN-1023). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""302"", ""description"": ""Punishment for murder""}, {""act"": ""IPC"", ""section"": ""307"", ""description"": ""Attempt to murder""}, {""act"": ""BNS"", ""section"": ""103"", ""description"": ""Punishment for murder""}]",WALK_IN,USER-00207,USER-00207,2025-10-12T16:53:35.152928,2026-08-31T18:53:35.152952
CASE-000034,FIR/2024/PS-DEL-001/00034,STATION-PS-DEL-001,Connaught Place Police Station,OFFICER-00014,Sachin Bhatt,BADGE-CEN-1014,NON_COGNIZABLE,THEFT,MEDIUM,CLOSED_UNSOLVED,2025-10-14T01:53:35.152979,2025-10-12T08:53:35.152979,"{""address"": ""Near Landmark 98, Connaught Place, Central Delhi"", ""latitude"": 28.643213455766414, ""longitude"": 77.2279694825394, ""district"": ""Central Delhi"", ""state"": ""Delhi""}",Incident of theft reported near Central Delhi.,Detailed police incident report regarding THEFT under jurisdiction of Connaught Place Police Station. Investigation initiated by Officer Sachin Bhatt (BADGE-CEN-1014). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""378"", ""description"": ""Theft""}, {""act"": ""IPC"", ""section"": ""379"", ""description"": ""Punishment for theft""}, {""act"": ""IPC"", ""section"": ""380"", ""description"": ""Theft in dwelling house""}, {""act"": ""BNS"", ""section"": ""303"", ""description"": ""Theft and aggravated theft""}]",WALK_IN,USER-00238,USER-00238,2025-10-14T01:53:35.152979,2026-08-31T18:53:35.153010
CASE-000035,FIR/2026/PS-DEL-002/00035,STATION-PS-DEL-002,Hauz Khas Police Station,OFFICER-00015,Nikhil Gowda,BADGE-SOU-1015,NON_COGNIZABLE,CYBER_CRIME,MEDIUM,CLOSED_SOLVED,2025-04-24T12:53:35.153037,2025-04-24T09:53:35.153037,"{""address"": ""Near Landmark 29, Hauz Khas, South Delhi"", ""latitude"": 28.560194609451212, ""longitude"": 77.20121958237212, ""district"": ""South Delhi"", ""state"": ""Delhi""}",Incident of cyber crime reported near South Delhi.,Detailed police incident report regarding CYBER_CRIME under jurisdiction of Hauz Khas Police Station. Investigation initiated by Officer Nikhil Gowda (BADGE-SOU-1015). Initial inspection conducted at incident location.,"[{""act"": ""IT Act"", ""section"": ""66C"", ""description"": ""Punishment for identity theft""}, {""act"": ""IT Act"", ""section"": ""66D"", ""description"": ""Punishment for cheating by personation using computer resource""}, {""act"": ""IPC"", ""section"": ""420"", ""description"": ""Cheating and dishonestly inducing delivery of property""}]",WALK_IN,USER-00225,USER-00225,2025-04-24T12:53:35.153037,2026-08-31T18:53:35.153061
CASE-000036,FIR/2024/PS-BLR-001/00036,STATION-PS-BLR-001,Koramangala Police Station,OFFICER-00046,Indu Singh,BADGE-BAN-1046,NON_COGNIZABLE,OTHERS,MEDIUM,CLOSED_UNSOLVED,2026-01-29T12:53:35.153086,2026-01-27T15:53:35.153086,"{""address"": ""Near Landmark 59, Koramangala 1st to 8th Blocks, Bangalore Urban"", ""latitude"": 12.950253692000757, ""longitude"": 77.63031440419657, ""district"": ""Bangalore Urban"", ""state"": ""Karnataka""}",Incident of others reported near Bangalore Urban.,Detailed police incident report regarding OTHERS under jurisdiction of Koramangala Police Station. Investigation initiated by Officer Indu Singh (BADGE-BAN-1046). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""506"", ""description"": ""Punishment for criminal intimidation""}]",WALK_IN,USER-00031,USER-00031,2026-01-29T12:53:35.153086,2026-08-31T18:53:35.153109
CASE-000037,FIR/2025/PS-BLR-002/00037,STATION-PS-BLR-002,Indiranagar Police Station,OFFICER-00007,Ravi Singh,BADGE-BAN-1007,NON_COGNIZABLE,OTHERS,MEDIUM,UNDER_INVESTIGATION,2026-05-29T07:53:35.153135,2026-05-28T06:53:35.153135,"{""address"": ""Near Landmark 27, Indiranagar 1st and 2nd Stages, Bangalore Urban"", ""latitude"": 12.992571529338225, ""longitude"": 77.63606195429975, ""district"": ""Bangalore Urban"", ""state"": ""Karnataka""}",Incident of others reported near Bangalore Urban.,Detailed police incident report regarding OTHERS under jurisdiction of Indiranagar Police Station. Investigation initiated by Officer Ravi Singh (BADGE-BAN-1007). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""506"", ""description"": ""Punishment for criminal intimidation""}]",WALK_IN,USER-00224,USER-00224,2026-05-29T07:53:35.153135,2026-08-31T18:53:35.153158
CASE-000038,FIR/2025/PS-CHE-001/00038,STATION-PS-CHE-001,T. Nagar Police Station,OFFICER-00038,Mohan Mehta,BADGE-CHE-1038,NON_COGNIZABLE,ACCIDENT,HIGH,COURT_PROCEEDINGS,2026-08-15T08:53:35.153183,2026-08-14T14:53:35.153183,"{""address"": ""Near Landmark 20, T. Nagar, Chennai"", ""latitude"": 13.040033873753531, ""longitude"": 80.23779580679846, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of accident reported near Chennai.,Detailed police incident report regarding ACCIDENT under jurisdiction of T. Nagar Police Station. Investigation initiated by Officer Mohan Mehta (BADGE-CHE-1038). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""279"", ""description"": ""Rash driving or riding on a public way""}, {""act"": ""IPC"", ""section"": ""304A"", ""description"": ""Causing death by negligence""}, {""act"": ""Motor Vehicles Act"", ""section"": ""184"", ""description"": ""Dangerous driving""}]",WALK_IN,USER-00201,USER-00201,2026-08-15T08:53:35.153183,2026-08-31T18:53:35.153212
CASE-000039,FIR/2025/PS-CHE-002/00039,STATION-PS-CHE-002,Mylapore Police Station,OFFICER-00019,Aditya Dubey,BADGE-CHE-1019,NON_COGNIZABLE,ACCIDENT,MEDIUM,CHARGE_SHEET_FILED,2026-01-19T13:53:35.153237,2026-01-19T08:53:35.153237,"{""address"": ""Near Landmark 33, Mylapore, Chennai"", ""latitude"": 13.038428043064195, ""longitude"": 80.27557446152595, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of accident reported near Chennai.,Detailed police incident report regarding ACCIDENT under jurisdiction of Mylapore Police Station. Investigation initiated by Officer Aditya Dubey (BADGE-CHE-1019). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""279"", ""description"": ""Rash driving or riding on a public way""}, {""act"": ""IPC"", ""section"": ""304A"", ""description"": ""Causing death by negligence""}, {""act"": ""Motor Vehicles Act"", ""section"": ""184"", ""description"": ""Dangerous driving""}]",WALK_IN,USER-00214,USER-00214,2026-01-19T13:53:35.153237,2026-08-31T18:53:35.153260
CASE-000040,FIR/2026/PS-LKO-001/00040,STATION-PS-LKO-001,Hazratganj Police Station,OFFICER-00020,Rajesh Dubey,BADGE-LUC-1020,NON_COGNIZABLE,DOMESTIC_VIOLENCE,HIGH,UNDER_INVESTIGATION,2026-01-22T07:53:35.153284,2026-01-21T06:53:35.153284,"{""address"": ""Near Landmark 85, Hazratganj, Lucknow"", ""latitude"": 26.859810489144316, ""longitude"": 80.96456940876539, ""district"": ""Lucknow"", ""state"": ""Uttar Pradesh""}",Incident of domestic violence reported near Lucknow.,Detailed police incident report regarding DOMESTIC_VIOLENCE under jurisdiction of Hazratganj Police Station. Investigation initiated by Officer Rajesh Dubey (BADGE-LUC-1020). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""498A"", ""description"": ""Husband or relative of husband subjecting woman to cruelty""}, {""act"": ""DV Act"", ""section"": ""12"", ""description"": ""Application to Magistrate for domestic violence relief""}]",WALK_IN,USER-00223,USER-00223,2026-01-22T07:53:35.153284,2026-08-31T18:53:35.153308
CASE-000041,FIR/2026/PS-MUM-001/00041,STATION-PS-MUM-001,Colaba Police Station,OFFICER-00011,Nikhil Patil,BADGE-MUM-1011,NON_COGNIZABLE,ACCIDENT,MEDIUM,CHARGE_SHEET_FILED,2026-04-30T06:53:35.153331,2026-04-28T06:53:35.153331,"{""address"": ""Near Landmark 89, Colaba, Mumbai City"", ""latitude"": 18.90815404034568, ""longitude"": 72.82963780679776, ""district"": ""Mumbai City"", ""state"": ""Maharashtra""}",Incident of accident reported near Mumbai City.,Detailed police incident report regarding ACCIDENT under jurisdiction of Colaba Police Station. Investigation initiated by Officer Nikhil Patil (BADGE-MUM-1011). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""279"", ""description"": ""Rash driving or riding on a public way""}, {""act"": ""IPC"", ""section"": ""304A"", ""description"": ""Causing death by negligence""}, {""act"": ""Motor Vehicles Act"", ""section"": ""184"", ""description"": ""Dangerous driving""}]",WALK_IN,USER-00233,USER-00233,2026-04-30T06:53:35.153331,2026-08-31T18:53:35.153353
CASE-000042,FIR/2026/PS-MUM-002/00042,STATION-PS-MUM-002,Bandra Police Station,OFFICER-00002,Jitendra Tripathi,BADGE-MUM-1002,NON_COGNIZABLE,DOMESTIC_VIOLENCE,HIGH,CLOSED_SOLVED,2025-10-26T08:53:35.153376,2025-10-25T17:53:35.153376,"{""address"": ""Near Landmark 19, Bandra West, Mumbai Suburban"", ""latitude"": 19.069665943450104, ""longitude"": 72.84929033776741, ""district"": ""Mumbai Suburban"", ""state"": ""Maharashtra""}",Incident of domestic violence reported near Mumbai Suburban.,Detailed police incident report regarding DOMESTIC_VIOLENCE under jurisdiction of Bandra Police Station. Investigation initiated by Officer Jitendra Tripathi (BADGE-MUM-1002). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""498A"", ""description"": ""Husband or relative of husband subjecting woman to cruelty""}, {""act"": ""DV Act"", ""section"": ""12"", ""description"": ""Application to Magistrate for domestic violence relief""}]",WALK_IN,USER-00247,USER-00247,2025-10-26T08:53:35.153376,2026-08-31T18:53:35.153449
CASE-000043,FIR/2026/PS-PUN-001/00043,STATION-PS-PUN-001,Shivajinagar Police Station,OFFICER-00043,Chandan Chatterjee,BADGE-PUN-1043,NON_COGNIZABLE,THEFT,HIGH,COURT_PROCEEDINGS,2025-09-19T06:53:35.153497,2025-09-18T14:53:35.153497,"{""address"": ""Near Landmark 39, Shivajinagar, Pune"", ""latitude"": 18.53312472155103, ""longitude"": 73.84014175079709, ""district"": ""Pune"", ""state"": ""Maharashtra""}",Incident of theft reported near Pune.,Detailed police incident report regarding THEFT under jurisdiction of Shivajinagar Police Station. Investigation initiated by Officer Chandan Chatterjee (BADGE-PUN-1043). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""378"", ""description"": ""Theft""}, {""act"": ""IPC"", ""section"": ""379"", ""description"": ""Punishment for theft""}, {""act"": ""IPC"", ""section"": ""380"", ""description"": ""Theft in dwelling house""}, {""act"": ""BNS"", ""section"": ""303"", ""description"": ""Theft and aggravated theft""}]",WALK_IN,USER-00243,USER-00243,2025-09-19T06:53:35.153497,2026-08-31T18:53:35.153528
CASE-000044,FIR/2026/PS-DEL-001/00044,STATION-PS-DEL-001,Connaught Place Police Station,OFFICER-00034,Vivek Nair,BADGE-CEN-1034,NON_COGNIZABLE,CYBER_CRIME,HIGH,UNDER_INVESTIGATION,2025-04-21T16:53:35.153551,2025-04-20T16:53:35.153551,"{""address"": ""Near Landmark 40, Connaught Place, Central Delhi"", ""latitude"": 28.615901354102196, ""longitude"": 77.22525799440564, ""district"": ""Central Delhi"", ""state"": ""Delhi""}",Incident of cyber crime reported near Central Delhi.,Detailed police incident report regarding CYBER_CRIME under jurisdiction of Connaught Place Police Station. Investigation initiated by Officer Vivek Nair (BADGE-CEN-1034). Initial inspection conducted at incident location.,"[{""act"": ""IT Act"", ""section"": ""66C"", ""description"": ""Punishment for identity theft""}, {""act"": ""IT Act"", ""section"": ""66D"", ""description"": ""Punishment for cheating by personation using computer resource""}, {""act"": ""IPC"", ""section"": ""420"", ""description"": ""Cheating and dishonestly inducing delivery of property""}]",WALK_IN,USER-00008,USER-00008,2025-04-21T16:53:35.153551,2026-08-31T18:53:35.153570
