activity_id,case_id,fir_number,activity_type,description,performed_by_officer_id,timestamp
ACT-000159,CASE-000159,FIR/2025/PS-CHE-002/00159,INTERROGATION,Suspect Kiran Nair brought in for questioning.,OFFICER-00044,2026-08-03T04:53:35.158122
ACT-000160,CASE-000160,FIR/2026/PS-LKO-001/00160,WITNESS_ADDED,Witness Sneha Agarwal added to case record.,OFFICER-00021,2026-01-10T22:53:35.158164
ACT-000161,CASE-000161,FIR/2026/PS-MUM-001/00161,CLOSED,Case investigation concluded and case closed.,OFFICER-00032,2026-07-20T20:53:35.158204
ACT-000162,CASE-000162,FIR/2025/PS-MUM-002/00162,REGISTERED,FIR filed and case registered at Bandra Police Station.,OFFICER-00016,2026-06-13T07:53:35.158245
ACT-000163,CASE-000163,FIR/2025/PS-PUN-001/00163,WITNESS_ADDED,Witness Madhu Reddy added to case record.,OFFICER-00007,2026-08-16T10:53:35.158285
ACT-000164,CASE-000164,FIR/2025/PS-DEL-001/00164,REGISTERED,FIR filed and case registered at Connaught Place Police Station.,OFFICER-00034,2026-07-21T01:53:35.158325
ACT-000165,CASE-000165,FIR/2025/PS-DEL-002/00165,STATUS_CHANGED,Case status updated to CLOSED_UNSOLVED.,OFFICER-00014,2026-07-29T06:53:35.158365
ACT-000166,CASE-000166,FIR/2026/PS-BLR-001/00166,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00004,2025-12-11T14:53:35.158405
ACT-000167,CASE-000167,FIR/2025/PS-BLR-002/00167,REGISTERED,FIR filed and case registered at Indiranagar Police Station.,OFFICER-00046,2025-11-02T16:53:35.158453
ACT-000168,CASE-000168,FIR/2026/PS-CHE-001/00168,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00008,2025-10-16T20:53:35.158495
ACT-000169,CASE-000169,FIR/2025/PS-CHE-002/00169,INTERROGATION,Suspect Payal Chauhan brought in for questioning.,OFFICER-00019,2026-04-14T19:53:35.158535
ACT-000170,CASE-000170,FIR/2026/PS-LKO-001/00170,ASSIGNED,Case assigned to Primary IO Pankaj Verma (BADGE-SOU-1025).,OFFICER-00025,2026-01-21T09:53:35.158583
ACT-000171,CASE-000171,FIR/2024/PS-MUM-001/00171,WITNESS_ADDED,Witness Manish Dubey added to case record.,OFFICER-00002,2025-09-26T06:53:35.158631
ACT-000172,CASE-000172,FIR/2025/PS-MUM-002/00172,INTERROGATION,Suspect Savita Singh brought in for questioning.,OFFICER-00016,2025-11-10T11:53:35.158675
ACT-000173,CASE-000173,FIR/2024/PS-PUN-001/00173,WITNESS_ADDED,Witness Devendra Kulkarni added to case record.,OFFICER-00011,2025-06-12T06:53:35.158725
ACT-000174,CASE-000174,FIR/2025/PS-DEL-001/00174,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00018,2025-06-08T05:53:35.158775
ACT-000175,CASE-000175,FIR/2025/PS-DEL-002/00175,INTERROGATION,Suspect Shanti Mukherjee brought in for questioning.,OFFICER-00047,2025-11-02T12:53:35.158819
ACT-000176,CASE-000176,FIR/2025/PS-BLR-001/00176,CLOSED,Case investigation concluded and case closed.,OFFICER-00026,2025-05-16T21:53:35.158871
ACT-000177,CASE-000177,FIR/2024/PS-BLR-002/00177,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00013,2025-09-12T03:53:35.158922
ACT-000178,CASE-000178,FIR/2026/PS-CHE-001/00178,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00006,2026-07-18T12:53:35.158968
ACT-000179,CASE-000179,FIR/2025/PS-CHE-002/00179,WITNESS_ADDED,Witness Vinod Gowda added to case record.,OFFICER-00050,2025-05-18T19:53:35.159011
ACT-000180,CASE-000180,FIR/2024/PS-LKO-001/00180,INTERROGATION,Suspect Yashoda Naidu brought in for questioning.,OFFICER-00011,2025-12-04T14:53:35.159053
ACT-000181,CASE-000181,FIR/2026/PS-MUM-001/00181,INTERROGATION,Suspect Aditya Agarwal brought in for questioning.,OFFICER-00032,2026-06-29T20:53:35.159102
ACT-000182,CASE-000182,FIR/2025/PS-MUM-002/00182,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00029,2026-03-14T08:53:35.159275
ACT-000183,CASE-000183,FIR/2025/PS-PUN-001/00183,INTERROGATION,Suspect Vikram Shah brought in for questioning.,OFFICER-00045,2026-04-22T21:53:35.159382
ACT-000184,CASE-000184,FIR/2025/PS-DEL-001/00184,WITNESS_ADDED,Witness Mukesh Chatterjee added to case record.,OFFICER-00038,2025-05-26T18:53:35.159449
ACT-000185,CASE-000185,FIR/2024/PS-DEL-002/00185,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00009,2025-04-23T03:53:35.159508
ACT-000186,CASE-000186,FIR/2025/PS-BLR-001/00186,CLOSED,Case investigation concluded and case closed.,OFFICER-00035,2026-01-16T02:53:35.159561
ACT-000187,CASE-000187,FIR/2024/PS-BLR-002/00187,INTERROGATION,Suspect Dinesh Bhowmick brought in for questioning.,OFFICER-00012,2025-04-29T11:53:35.159664
ACT-000188,CASE-000188,FIR/2025/PS-CHE-001/00188,CLOSED,Case investigation concluded and case closed.,OFFICER-00024,2025-05-11T20:53:35.159746
ACT-000189,CASE-000189,FIR/2024/PS-CHE-002/00189,WITNESS_ADDED,Witness Aditya Bhowmick added to case record.,OFFICER-00049,2026-01-07T01:53:35.159786
ACT-000190,CASE-000190,FIR/2026/PS-LKO-001/00190,STATUS_CHANGED,Case status updated to REGISTERED.,OFFICER-00016,2026-02-09T11:53:35.159818
ACT-000191,CASE-000191,FIR/2026/PS-MUM-001/00191,ASSIGNED,Case assigned to Primary IO Gaurav Tiwari (BADGE-MUM-1022).,OFFICER-00022,2026-07-19T12:53:35.159846
ACT-000192,CASE-000192,FIR/2025/PS-MUM-002/00192,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00011,2025-08-01T01:53:35.159874
ACT-000193,CASE-000193,FIR/2024/PS-PUN-001/00193,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00046,2025-08-24T08:53:35.159903
ACT-000194,CASE-000194,FIR/2026/PS-DEL-001/00194,INTERROGATION,Suspect Krutika Bansal brought in for questioning.,OFFICER-00044,2025-11-24T18:53:35.159946
ACT-000195,CASE-000195,FIR/2025/PS-DEL-002/00195,INTERROGATION,Suspect Manish Verma brought in for questioning.,OFFICER-00042,2025-12-12T05:53:35.159976
ACT-000196,CASE-000196,FIR/2025/PS-BLR-001/00196,INTERROGATION,Suspect Nisha Kulkarni brought in for questioning.,OFFICER-00009,2025-08-30T14:53:35.160003
ACT-000197,CASE-000197,FIR/2026/PS-BLR-002/00197,WITNESS_ADDED,Witness Suman Chauhan added to case record.,OFFICER-00004,2025-11-03T09:53:35.160029
ACT-000198,CASE-000198,FIR/2026/PS-CHE-001/00198,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00031,2025-04-20T13:53:35.160061
ACT-000199,CASE-000199,FIR/2026/PS-CHE-002/00199,INTERROGATION,Suspect Nilesh Chauhan brought in for questioning.,OFFICER-00011,2026-01-02T21:53:35.160088
ACT-000200,CASE-000200,FIR/2024/PS-LKO-001/00200,ASSIGNED,Case assigned to Primary IO Mohan Mehta (BADGE-CHE-1038).,OFFICER-00038,2025-12-01T23:53:35.160117
ACT-000201,CASE-000001,FIR/2026/PS-MUM-001/00001,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00004,2025-06-18T08:53:35.150719
ACT-000202,CASE-000002,FIR/2026/PS-MUM-002/00002,INTERROGATION,Suspect Rohan Nair brought in for questioning.,OFFICER-00007,2026-07-24T20:53:35.150816
ACT-000203,CASE-000003,FIR/2025/PS-PUN-001/00003,REGISTERED,FIR filed and case registered at Shivajinagar Police Station.,OFFICER-00034,2026-08-13T01:53:35.150882
ACT-000204,CASE-000004,FIR/2024/PS-DEL-001/00004,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00047,2025-07-01T12:53:35.150934
ACT-000205,CASE-000005,FIR/2026/PS-DEL-002/00005,WITNESS_ADDED,Witness Swati Kumar added to case record.,OFFICER-00043,2025-06-07T04:53:35.150994
ACT-000206,CASE-000006,FIR/2026/PS-BLR-001/00006,WITNESS_ADDED,Witness Priya Chauhan added to case record.,OFFICER-00049,2026-08-01T03:53:35.151044
ACT-000207,CASE-000007,FIR/2024/PS-BLR-002/00007,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00044,2025-08-28T06:53:35.151090
ACT-000208,CASE-000008,FIR/2025/PS-CHE-001/00008,WITNESS_ADDED,Witness Geeta Shah added to case record.,OFFICER-00013,2026-02-21T08:53:35.151135
ACT-000209,CASE-000009,FIR/2025/PS-CHE-002/00009,CLOSED,Case investigation concluded and case closed.,OFFICER-00003,2025-05-17T10:53:35.151179
ACT-000210,CASE-000010,FIR/2025/PS-LKO-001/00010,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00025,2026-04-17T19:53:35.151230
ACT-000211,CASE-000011,FIR/2025/PS-MUM-001/00011,WITNESS_ADDED,Witness Ritu Shukla added to case record.,OFFICER-00019,2026-04-24T21:53:35.151282
ACT-000212,CASE-000012,FIR/2024/PS-MUM-002/00012,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00033,2025-06-03T21:53:35.151326
ACT-000213,CASE-000013,FIR/2026/PS-PUN-001/00013,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00036,2025-07-17T00:53:35.151371
ACT-000214,CASE-000014,FIR/2024/PS-DEL-001/00014,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00046,2026-06-21T02:53:35.151414
ACT-000215,CASE-000015,FIR/2024/PS-DEL-002/00015,CLOSED,Case investigation concluded and case closed.,OFFICER-00019,2025-06-11T05:53:35.151457
ACT-000216,CASE-000016,FIR/2026/PS-BLR-001/00016,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00039,2025-08-18T23:53:35.151502
ACT-000217,CASE-000017,FIR/2026/PS-BLR-002/00017,STATUS_CHANGED,Case status updated to REGISTERED.,OFFICER-00034,2025-11-06T18:53:35.151545
ACT-000218,CASE-000018,FIR/2025/PS-CHE-001/00018,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00010,2026-08-06T18:53:35.151598
ACT-000219,CASE-000019,FIR/2025/PS-CHE-002/00019,INTERROGATION,Suspect Deepak Nair brought in for questioning.,OFFICER-00036,2026-03-10T16:53:35.151661
ACT-000220,CASE-000020,FIR/2024/PS-LKO-001/00020,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00048,2026-02-25T08:53:35.151744
ACT-000221,CASE-000021,FIR/2024/PS-MUM-001/00021,WITNESS_ADDED,Witness Tejal Joshi added to case record.,OFFICER-00027,2026-01-05T22:53:35.151802
ACT-000222,CASE-000022,FIR/2024/PS-MUM-002/00022,ASSIGNED,Case assigned to Primary IO Sachin Bhatt (BADGE-CEN-1014).,OFFICER-00014,2026-05-23T19:53:35.151990
ACT-000223,CASE-000023,FIR/2024/PS-PUN-001/00023,CLOSED,Case investigation concluded and case closed.,OFFICER-00017,2026-01-26T14:53:35.152053
ACT-000224,CASE-000024,FIR/2024/PS-DEL-001/00024,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00033,2025-06-27T05:53:35.152104
ACT-000225,CASE-000025,FIR/2024/PS-DEL-002/00025,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00001,2026-02-02T05:53:35.152159
ACT-000226,CASE-000026,FIR/2024/PS-BLR-001/00026,REGISTERED,FIR filed and case registered at Koramangala Police Station.,OFFICER-00006,2026-03-27T02:53:35.152222
ACT-000227,CASE-000027,FIR/2025/PS-BLR-002/00027,ASSIGNED,Case assigned to Primary IO Deepa Verma (BADGE-PUN-1003).,OFFICER-00003,2026-01-25T04:53:35.152605
ACT-000228,CASE-000028,FIR/2026/PS-CHE-001/00028,CLOSED,Case investigation concluded and case closed.,OFFICER-00007,2026-07-29T20:53:35.152665
ACT-000229,CASE-000029,FIR/2024/PS-CHE-002/00029,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00026,2025-10-06T19:53:35.152724
ACT-000230,CASE-000030,FIR/2025/PS-LKO-001/00030,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00017,2025-04-24T16:53:35.152773
ACT-000231,CASE-000031,FIR/2025/PS-MUM-001/00031,INTERROGATION,Suspect Vinod Patel brought in for questioning.,OFFICER-00022,2026-08-16T23:53:35.152828
ACT-000232,CASE-000032,FIR/2025/PS-MUM-002/00032,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00018,2025-09-23T11:53:35.152878
ACT-000233,CASE-000033,FIR/2025/PS-PUN-001/00033,REGISTERED,FIR filed and case registered at Shivajinagar Police Station.,OFFICER-00007,2025-10-12T16:53:35.152928
ACT-000234,CASE-000034,FIR/2024/PS-DEL-001/00034,CLOSED,Case investigation concluded and case closed.,OFFICER-00006,2025-10-14T01:53:35.152979
ACT-000235,CASE-000035,FIR/2026/PS-DEL-002/00035,CLOSED,Case investigation concluded and case closed.,OFFICER-00020,2025-04-24T12:53:35.153037
ACT-000236,CASE-000036,FIR/2024/PS-BLR-001/00036,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00027,2026-01-29T12:53:35.153086
ACT-000237,CASE-000037,FIR/2025/PS-BLR-002/00037,CLOSED,Case investigation concluded and case closed.,OFFICER-00034,2026-05-29T07:53:35.153135
ACT-000238,CASE-000038,FIR/2025/PS-CHE-001/00038,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00022,2026-08-15T08:53:35.153183
ACT-000239,CASE-000039,FIR/2025/PS-CHE-002/00039,INTERROGATION,Suspect Rajesh Malik brought in for questioning.,OFFICER-00005,2026-01-19T13:53:35.153237
ACT-000240,CASE-000040,FIR/2026/PS-LKO-001/00040,WITNESS_ADDED,Witness Anand Gupta added to case record.,OFFICER-00039,2026-01-22T07:53:35.153284
ACT-000241,CASE-000041,FIR/2026/PS-MUM-001/00041,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00047,2026-04-30T06:53:35.153331
ACT-000242,CASE-000042,FIR/2026/PS-MUM-002/00042,INTERROGATION,Suspect Swati Kumar brought in for questioning.,OFFICER-00025,2025-10-26T08:53:35.153376
ACT-000243,CASE-000043,FIR/2026/PS-PUN-001/00043,ASSIGNED,Case assigned to Primary IO Yashoda Das (BADGE-PUN-1023).,OFFICER-00023,2025-09-19T06:53:35.153497
ACT-000244,CASE-000044,FIR/2026/PS-DEL-001/00044,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00041,2025-04-21T16:53:35.153551
ACT-000245,CASE-000045,FIR/2026/PS-DEL-002/00045,REGISTERED,FIR filed and case registered at Hauz Khas Police Station.,OFFICER-00011,2025-11-12T10:53:35.153586
ACT-000246,CASE-000046,FIR/2025/PS-BLR-001/00046,ASSIGNED,Case assigned to Primary IO Vandana Chauhan (BADGE-BAN-1026).,OFFICER-00026,2026-07-14T12:53:35.153621
ACT-000247,CASE-000047,FIR/2024/PS-BLR-002/00047,REGISTERED,FIR filed and case registered at Indiranagar Police Station.,OFFICER-00031,2025-08-11T17:53:35.153676
ACT-000248,CASE-000048,FIR/2025/PS-CHE-001/00048,WITNESS_ADDED,Witness Arjun Saxena added to case record.,OFFICER-00017,2026-06-13T11:53:35.153732
ACT-000249,CASE-000049,FIR/2026/PS-CHE-002/00049,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00034,2025-08-20T15:53:35.153764
ACT-000250,CASE-000050,FIR/2025/PS-LKO-001/00050,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00021,2025-05-21T02:53:35.153793
ACT-000251,CASE-000051,FIR/2026/PS-MUM-001/00051,WITNESS_ADDED,Witness Pankaj Dutta added to case record.,OFFICER-00026,2025-08-29T02:53:35.153821
ACT-000252,CASE-000052,FIR/2026/PS-MUM-002/00052,INTERROGATION,Suspect Savita Kumar brought in for questioning.,OFFICER-00012,2025-06-08T14:53:35.153848
ACT-000253,CASE-000053,FIR/2026/PS-PUN-001/00053,ASSIGNED,Case assigned to Primary IO Jitendra Mishra (BADGE-CEN-1044).,OFFICER-00044,2026-08-18T19:53:35.153876
ACT-000254,CASE-000054,FIR/2026/PS-DEL-001/00054,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00044,2026-08-17T15:53:35.153904
ACT-000255,CASE-000055,FIR/2025/PS-DEL-002/00055,REGISTERED,FIR filed and case registered at Hauz Khas Police Station.,OFFICER-00020,2026-05-07T14:53:35.153930
ACT-000256,CASE-000056,FIR/2026/PS-BLR-001/00056,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00017,2025-09-19T07:53:35.153956
ACT-000257,CASE-000057,FIR/2024/PS-BLR-002/00057,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00022,2025-11-30T03:53:35.153988
ACT-000258,CASE-000058,FIR/2026/PS-CHE-001/00058,STATUS_CHANGED,Case status updated to CHARGE_SHEET_FILED.,OFFICER-00019,2025-12-02T05:53:35.154017
ACT-000259,CASE-000059,FIR/2026/PS-CHE-002/00059,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00020,2026-07-27T22:53:35.154045
ACT-000260,CASE-000060,FIR/2024/PS-LKO-001/00060,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00035,2026-02-12T04:53:35.154070
ACT-000261,CASE-000061,FIR/2024/PS-MUM-001/00061,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00018,2026-05-01T04:53:35.154115
ACT-000262,CASE-000062,FIR/2025/PS-MUM-002/00062,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00018,2025-08-08T17:53:35.154143
ACT-000263,CASE-000063,FIR/2024/PS-PUN-001/00063,CLOSED,Case investigation concluded and case closed.,OFFICER-00021,2025-06-30T02:53:35.154185
ACT-000264,CASE-000064,FIR/2024/PS-DEL-001/00064,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00029,2025-06-17T00:53:35.154231
ACT-000265,CASE-000065,FIR/2024/PS-DEL-002/00065,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00030,2025-07-19T15:53:35.154260
ACT-000266,CASE-000066,FIR/2024/PS-BLR-001/00066,ASSIGNED,Case assigned to Primary IO Aditya Dubey (BADGE-CHE-1019).,OFFICER-00019,2026-07-20T18:53:35.154300
ACT-000267,CASE-000067,FIR/2025/PS-BLR-002/00067,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00022,2026-08-08T14:53:35.154333
ACT-000268,CASE-000068,FIR/2025/PS-CHE-001/00068,INTERROGATION,Suspect Shanti Nair brought in for questioning.,OFFICER-00039,2026-05-24T02:53:35.154362
ACT-000269,CASE-000069,FIR/2026/PS-CHE-002/00069,REGISTERED,FIR filed and case registered at Mylapore Police Station.,OFFICER-00015,2025-11-03T06:53:35.154388
ACT-000270,CASE-000070,FIR/2026/PS-LKO-001/00070,WITNESS_ADDED,Witness Vikram Dutta added to case record.,OFFICER-00039,2025-07-13T13:53:35.154413
ACT-000271,CASE-000071,FIR/2025/PS-MUM-001/00071,CLOSED,Case investigation concluded and case closed.,OFFICER-00005,2025-12-14T19:53:35.154441
ACT-000272,CASE-000072,FIR/2025/PS-MUM-002/00072,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00048,2025-11-09T02:53:35.154467
ACT-000273,CASE-000073,FIR/2026/PS-PUN-001/00073,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00048,2025-08-15T07:53:35.154492
ACT-000274,CASE-000074,FIR/2025/PS-DEL-001/00074,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00008,2025-11-29T04:53:35.154520
ACT-000275,CASE-000075,FIR/2025/PS-DEL-002/00075,CLOSED,Case investigation concluded and case closed.,OFFICER-00013,2025-06-29T14:53:35.154550
ACT-000276,CASE-000076,FIR/2024/PS-BLR-001/00076,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00028,2025-05-02T01:53:35.154574
ACT-000277,CASE-000077,FIR/2026/PS-BLR-002/00077,REGISTERED,FIR filed and case registered at Indiranagar Police Station.,OFFICER-00005,2025-07-18T08:53:35.154598
ACT-000278,CASE-000078,FIR/2026/PS-CHE-001/00078,CLOSED,Case investigation concluded and case closed.,OFFICER-00003,2026-04-15T05:53:35.154631
ACT-000279,CASE-000079,FIR/2024/PS-CHE-002/00079,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00005,2025-10-29T11:53:35.154658
ACT-000280,CASE-000080,FIR/2025/PS-LKO-001/00080,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00036,2025-08-30T10:53:35.154682
ACT-000281,CASE-000081,FIR/2026/PS-MUM-001/00081,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00050,2025-11-05T20:53:35.154712
ACT-000282,CASE-000082,FIR/2025/PS-MUM-002/00082,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00045,2026-02-14T09:53:35.154761
ACT-000283,CASE-000083,FIR/2024/PS-PUN-001/00083,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00023,2025-12-07T05:53:35.154789
ACT-000284,CASE-000084,FIR/2026/PS-DEL-001/00084,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00048,2026-02-19T01:53:35.154827
ACT-000285,CASE-000085,FIR/2025/PS-DEL-002/00085,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00029,2025-08-08T08:53:35.154854
ACT-000286,CASE-000086,FIR/2026/PS-BLR-001/00086,REGISTERED,FIR filed and case registered at Koramangala Police Station.,OFFICER-00031,2026-04-05T18:53:35.154880
ACT-000287,CASE-000087,FIR/2024/PS-BLR-002/00087,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00012,2026-07-08T19:53:35.154904
ACT-000288,CASE-000088,FIR/2025/PS-CHE-001/00088,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00004,2025-11-07T17:53:35.154968
ACT-000289,CASE-000089,FIR/2025/PS-CHE-002/00089,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00044,2025-08-13T22:53:35.155013
ACT-000290,CASE-000090,FIR/2024/PS-LKO-001/00090,WITNESS_ADDED,Witness Manoj Mishra added to case record.,OFFICER-00032,2025-10-27T05:53:35.155054
ACT-000291,CASE-000091,FIR/2025/PS-MUM-001/00091,INTERROGATION,Suspect Aditya Srivastava brought in for questioning.,OFFICER-00022,2025-11-06T03:53:35.155095
ACT-000292,CASE-000092,FIR/2024/PS-MUM-002/00092,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00001,2026-04-02T01:53:35.155135
